,date,name,point
1367,2019-06-30,존 윅,7.87
1368,2019-06-30,사탄의 인형,7.19
1369,2019-06-30,애나벨 집으로,7.00
1370,2019-06-30,서스페리아,6.91
1371,2019-06-30,비스트,6.44
1372,2019-06-30,맨 인 블랙: 인터내셔널,5.63
1373,2019-06-30,걸캅스,5.62
1374,2019-07-01,알라딘,9.46
1375,2019-07-01,어벤져스: 엔드게임,9.39
1376,2019-07-01,살인의 추억,9.38
1377,2019-07-01,교회오빠,9.30
1378,2019-07-01,뽀로로 극장판 보물섬 대모험,9.29
1379,2019-07-01,이웃집 토토로,9.27
1380,2019-07-01,사랑은 비를 타고,9.26
1381,2019-07-01,바울,9.17
1382,2019-07-01,토이 스토리 4,9.12
1383,2019-07-01,마녀 배달부 키키,9.10
1384,2019-07-01,어린 의뢰인,9.01
1385,2019-07-01,양들의 침묵,9.00
1386,2019-07-01,천로역정: 천국을 찾아서,8.94
1387,2019-07-01,연인,8.86
1388,2019-07-01,"가장 따뜻한 색, 블루",8.76
1389,2019-07-01,라라랜드,8.59
1390,2019-07-01,엑소시스트,8.57
1391,2019-07-01,기생충,8.52
1392,2019-07-01,그녀,8.50
1393,2019-07-01,오멘,8.42
1394,2019-07-01,존 윅 3: 파라벨룸,8.33
1395,2019-07-01,바스터즈: 거친 녀석들,8.31
1396,2019-07-01,로켓맨,8.23
1397,2019-07-01,황혼에서 새벽까지,8.08
1398,2019-07-01,마더,8.08
1399,2019-07-01,롱 리브 더 킹: 목포 영웅,8.01
1400,2019-07-01,악인전,7.98
1401,2019-07-01,설국열차,7.98
1402,2019-07-01,28일 후,7.90
1403,2019-07-01,매기스 플랜,7.90
1404,2019-07-01,사탄의 인형,7.16
1405,2019-07-01,유전,7.13
1406,2019-07-01,애나벨 집으로,6.96
1407,2019-07-01,서스페리아,6.91
1408,2019-07-01,비스트,6.47
1409,2019-07-01,맨 인 블랙: 인터내셔널,5.62
1410,2019-07-01,걸캅스,5.62
1411,2019-07-02,알라딘,9.46
1412,2019-07-02,어벤져스: 엔드게임,9.39
1413,2019-07-02,살인의 추억,9.38
1414,2019-07-02,교회오빠,9.29
1415,2019-07-02,뽀로로 극장판 보물섬 대모험,9.29
1416,2019-07-02,이웃집 토토로,9.27
1417,2019-07-02,"광해, 왕이 된 남자",9.23
1418,2019-07-02,바울,9.17
1419,2019-07-02,토이 스토리 4,9.12
1420,2019-07-02,마녀 배달부 키키,9.11
1421,2019-07-02,내부자들: 디 오리지널,9.03
1422,2019-07-02,어린 의뢰인,9.01
1423,2019-07-02,양들의 침묵,9.00
1424,2019-07-02,번지 점프를 하다,9.00
1425,2019-07-02,천로역정: 천국을 찾아서,8.95
1426,2019-07-02,연인,8.87
1427,2019-07-02,스파이더맨: 파 프롬 홈,8.76
1428,2019-07-02,"가장 따뜻한 색, 블루",8.76
1429,2019-07-02,라라랜드,8.59
1430,2019-07-02,엑소시스트,8.57
1431,2019-07-02,기생충,8.51
1432,2019-07-02,그녀,8.50
1433,2019-07-02,오멘,8.42
1434,2019-07-02,다가오는 것들,8.34
1435,2019-07-02,존 윅 3: 파라벨룸,8.34
1436,2019-07-02,바스터즈: 거친 녀석들,8.31
1437,2019-07-02,로켓맨,8.24
1438,2019-07-02,황혼에서 새벽까지,8.08
1439,2019-07-02,마더,8.08
1440,2019-07-02,롱 리브 더 킹: 목포 영웅,8.01
1441,2019-07-02,설국열차,7.98
1442,2019-07-02,악인전,7.97
1443,2019-07-02,28일 후,7.90
1444,2019-07-02,매기스 플랜,7.90
1445,2019-07-02,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1446,2019-07-02,사탄의 인형,7.17
1447,2019-07-02,유전,7.13
1448,2019-07-02,서스페리아,6.92
1449,2019-07-02,애나벨 집으로,6.92
1450,2019-07-02,비스트,6.36
1451,2019-07-02,맨 인 블랙: 인터내셔널,5.63
1452,2019-07-03,그린 북,9.62
1453,2019-07-03,알라딘,9.46
1454,2019-07-03,어벤져스: 엔드게임,9.39
1455,2019-07-03,살인의 추억,9.38
1456,2019-07-03,교회오빠,9.30
1457,2019-07-03,뽀로로 극장판 보물섬 대모험,9.29
1458,2019-07-03,이웃집 토토로,9.27
1459,2019-07-03,"광해, 왕이 된 남자",9.23
1460,2019-07-03,바울,9.17
1461,2019-07-03,토이 스토리 4,9.11
1462,2019-07-03,마녀 배달부 키키,9.11
1463,2019-07-03,내부자들: 디 오리지널,9.03
1464,2019-07-03,어린 의뢰인,9.01
1465,2019-07-03,양들의 침묵,9.00
1466,2019-07-03,번지 점프를 하다,9.00
1467,2019-07-03,천로역정: 천국을 찾아서,8.94
1468,2019-07-03,에이미,8.89
1469,2019-07-03,연인,8.87
1470,2019-07-03,고양이를 부탁해,8.74
1471,2019-07-03,스파이더맨: 파 프롬 홈,8.74
1472,2019-07-03,라라랜드,8.59
1473,2019-07-03,엑소시스트,8.57
1474,2019-07-03,기생충,8.51
1475,2019-07-03,그녀,8.50
1476,2019-07-03,오멘,8.42
1477,2019-07-03,레토,8.41
1478,2019-07-03,콜드 워,8.37
1479,2019-07-03,다가오는 것들,8.34
1480,2019-07-03,존 윅 3: 파라벨룸,8.32
1481,2019-07-03,바스터즈: 거친 녀석들,8.31
1482,2019-07-03,로켓맨,8.24
1483,2019-07-03,황혼에서 새벽까지,8.08
1484,2019-07-03,마더,8.08
1485,2019-07-03,롱 리브 더 킹: 목포 영웅,8.01
1486,2019-07-03,설국열차,7.98
1487,2019-07-03,악인전,7.97
1488,2019-07-03,28일 후,7.90
1489,2019-07-03,매기스 플랜,7.90
1490,2019-07-03,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1491,2019-07-03,사탄의 인형,7.15
1492,2019-07-03,유전,7.13
1493,2019-07-03,애나벨 집으로,6.91
1494,2019-07-03,서스페리아,6.91
1495,2019-07-03,비스트,6.32
1496,2019-07-03,맨 인 블랙: 인터내셔널,5.63
1497,2019-07-04,그린 북,9.62
1498,2019-07-04,알라딘,9.46
1499,2019-07-04,어벤져스: 엔드게임,9.39
1500,2019-07-04,살인의 추억,9.38
1501,2019-07-04,교회오빠,9.30
1502,2019-07-04,뽀로로 극장판 보물섬 대모험,9.29
1503,2019-07-04,이웃집 토토로,9.27
1504,2019-07-04,"광해, 왕이 된 남자",9.23
1505,2019-07-04,토이 스토리 4,9.11
1506,2019-07-04,마녀 배달부 키키,9.10
1507,2019-07-04,내부자들: 디 오리지널,9.03
1508,2019-07-04,양들의 침묵,9.00
1509,2019-07-04,번지 점프를 하다,9.00
1510,2019-07-04,어린 의뢰인,9.00
1511,2019-07-04,천로역정: 천국을 찾아서,8.96
1512,2019-07-04,에이미,8.89
1513,2019-07-04,연인,8.87
1514,2019-07-04,고양이를 부탁해,8.74
1515,2019-07-04,스파이더맨: 파 프롬 홈,8.68
1516,2019-07-04,라라랜드,8.59
1517,2019-07-04,엑소시스트,8.57
1518,2019-07-04,기생충,8.52
1519,2019-07-04,오멘,8.42
1520,2019-07-04,레토,8.41
1521,2019-07-04,콜드 워,8.37
1522,2019-07-04,다가오는 것들,8.34
1523,2019-07-04,존 윅 3: 파라벨룸,8.33
1524,2019-07-04,바스터즈: 거친 녀석들,8.31
1525,2019-07-04,로켓맨,8.24
1526,2019-07-04,황혼에서 새벽까지,8.08
1527,2019-07-04,마더,8.08
1528,2019-07-04,롱 리브 더 킹: 목포 영웅,8.01
1529,2019-07-04,설국열차,7.98
1530,2019-07-04,악인전,7.97
1531,2019-07-04,28일 후,7.90
1532,2019-07-04,매기스 플랜,7.90
1533,2019-07-04,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1534,2019-07-04,사탄의 인형,7.15
1535,2019-07-04,유전,7.14
1536,2019-07-04,서스페리아,6.92
1537,2019-07-04,애나벨 집으로,6.89
1538,2019-07-04,비스트,6.30
1539,2019-07-04,맨 인 블랙: 인터내셔널,5.63
1540,2019-07-05,그린 북,9.61
1541,2019-07-05,알라딘,9.46
1542,2019-07-05,어벤져스: 엔드게임,9.39
1543,2019-07-05,살인의 추억,9.38
1544,2019-07-05,교회오빠,9.30
1545,2019-07-05,뽀로로 극장판 보물섬 대모험,9.29
1546,2019-07-05,이웃집 토토로,9.27
1547,2019-07-05,"광해, 왕이 된 남자",9.23
1548,2019-07-05,토이 스토리 4,9.10
1549,2019-07-05,마녀 배달부 키키,9.10
1550,2019-07-05,내부자들: 디 오리지널,9.03
1551,2019-07-05,어린 의뢰인,9.00
1552,2019-07-05,양들의 침묵,9.00
1553,2019-07-05,번지 점프를 하다,9.00
1554,2019-07-05,천로역정: 천국을 찾아서,8.98
1555,2019-07-05,에이미,8.89
1556,2019-07-05,연인,8.87
1557,2019-07-05,고양이를 부탁해,8.74
1558,2019-07-05,스파이더맨: 파 프롬 홈,8.60
1559,2019-07-05,라라랜드,8.59
1560,2019-07-05,엑소시스트,8.57
1561,2019-07-05,기생충,8.52
1562,2019-07-05,오멘,8.42
1563,2019-07-05,레토,8.41
1564,2019-07-05,콜드 워,8.37
1565,2019-07-05,다가오는 것들,8.34
1566,2019-07-05,존 윅 3: 파라벨룸,8.33
1567,2019-07-05,바스터즈: 거친 녀석들,8.31
1568,2019-07-05,로켓맨,8.22
1569,2019-07-05,황혼에서 새벽까지,8.08
1570,2019-07-05,마더,8.08
1571,2019-07-05,롱 리브 더 킹: 목포 영웅,8.01
1572,2019-07-05,설국열차,7.98
1573,2019-07-05,악인전,7.97
1574,2019-07-05,28일 후,7.90
1575,2019-07-05,매기스 플랜,7.90
1576,2019-07-05,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1577,2019-07-05,유전,7.14
1578,2019-07-05,사탄의 인형,7.13
1579,2019-07-05,서스페리아,6.92
1580,2019-07-05,애나벨 집으로,6.86
1581,2019-07-05,비스트,6.31
1582,2019-07-05,맨 인 블랙: 인터내셔널,5.63
1583,2019-07-06,그린 북,9.61
1584,2019-07-06,알라딘,9.46
1585,2019-07-06,어벤져스: 엔드게임,9.39
1586,2019-07-06,살인의 추억,9.38
1587,2019-07-06,교회오빠,9.30
1588,2019-07-06,뽀로로 극장판 보물섬 대모험,9.29
1589,2019-07-06,이웃집 토토로,9.27
1590,2019-07-06,"광해, 왕이 된 남자",9.23
1591,2019-07-06,토이 스토리 4,9.11
1592,2019-07-06,마녀 배달부 키키,9.10
1593,2019-07-06,내부자들: 디 오리지널,9.03
1594,2019-07-06,어린 의뢰인,9.00
1595,2019-07-06,양들의 침묵,9.00
1596,2019-07-06,번지 점프를 하다,9.00
1597,2019-07-06,천로역정: 천국을 찾아서,8.97
1598,2019-07-06,에이미,8.89
1599,2019-07-06,연인,8.87
1600,2019-07-06,고양이를 부탁해,8.74
1601,2019-07-06,라라랜드,8.59
1602,2019-07-06,항거:유관순 이야기,8.59
1603,2019-07-06,엑소시스트,8.57
1604,2019-07-06,스파이더맨: 파 프롬 홈,8.53
1605,2019-07-06,기생충,8.52
1606,2019-07-06,오멘,8.42
1607,2019-07-06,레토,8.41
1608,2019-07-06,콜드 워,8.37
1609,2019-07-06,다가오는 것들,8.34
1610,2019-07-06,존 윅 3: 파라벨룸,8.32
1611,2019-07-06,바스터즈: 거친 녀석들,8.31
1612,2019-07-06,로켓맨,8.19
1613,2019-07-06,황혼에서 새벽까지,8.08
1614,2019-07-06,마더,8.08
1615,2019-07-06,롱 리브 더 킹: 목포 영웅,8.01
1616,2019-07-06,설국열차,7.98
1617,2019-07-06,악인전,7.96
1618,2019-07-06,28일 후,7.90
1619,2019-07-06,매기스 플랜,7.90
1620,2019-07-06,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1621,2019-07-06,유전,7.14
1622,2019-07-06,사탄의 인형,7.13
1623,2019-07-06,서스페리아,6.91
1624,2019-07-06,애나벨 집으로,6.83
1625,2019-07-06,비스트,6.30
1626,2019-07-06,맨 인 블랙: 인터내셔널,5.63
1627,2019-07-06,걸캅스,5.62
1628,2019-07-07,그린 북,9.61
1629,2019-07-07,알라딘,9.46
1630,2019-07-07,어벤져스: 엔드게임,9.39
1631,2019-07-07,살인의 추억,9.38
1632,2019-07-07,교회오빠,9.30
1633,2019-07-07,뽀로로 극장판 보물섬 대모험,9.29
1634,2019-07-07,이웃집 토토로,9.27
1635,2019-07-07,"광해, 왕이 된 남자",9.23
1636,2019-07-07,토이 스토리 4,9.10
1637,2019-07-07,마녀 배달부 키키,9.09
1638,2019-07-07,내부자들: 디 오리지널,9.03
1639,2019-07-07,어린 의뢰인,9.00
1640,2019-07-07,양들의 침묵,9.00
1641,2019-07-07,번지 점프를 하다,9.00
1642,2019-07-07,천로역정: 천국을 찾아서,8.98
1643,2019-07-07,에이미,8.89
1644,2019-07-07,연인,8.87
1645,2019-07-07,고양이를 부탁해,8.74
1646,2019-07-07,라라랜드,8.59
1647,2019-07-07,엑소시스트,8.58
1648,2019-07-07,기생충,8.52
1649,2019-07-07,스파이더맨: 파 프롬 홈,8.49
1650,2019-07-07,오멘,8.42
1651,2019-07-07,레토,8.41
1652,2019-07-07,콜드 워,8.37
1653,2019-07-07,다가오는 것들,8.34
1654,2019-07-07,존 윅 3: 파라벨룸,8.32
1655,2019-07-07,바스터즈: 거친 녀석들,8.31
1656,2019-07-07,로켓맨,8.18
1657,2019-07-07,황혼에서 새벽까지,8.08
1658,2019-07-07,마더,8.08
1659,2019-07-07,롱 리브 더 킹: 목포 영웅,8.01
1660,2019-07-07,설국열차,7.98
1661,2019-07-07,악인전,7.96
1662,2019-07-07,28일 후,7.90
1663,2019-07-07,매기스 플랜,7.90
1664,2019-07-07,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1665,2019-07-07,사탄의 인형,7.11
1666,2019-07-07,서스페리아,6.91
1667,2019-07-07,애나벨 집으로,6.78
1668,2019-07-07,비스트,6.28
1669,2019-07-07,맨 인 블랙: 인터내셔널,5.63
1670,2019-07-07,걸캅스,5.61
1671,2019-07-08,그린 북,9.61
1672,2019-07-08,알라딘,9.45
1673,2019-07-08,어벤져스: 엔드게임,9.39
1674,2019-07-08,교회오빠,9.30
1675,2019-07-08,뽀로로 극장판 보물섬 대모험,9.29
1676,2019-07-08,이웃집 토토로,9.27
1677,2019-07-08,"광해, 왕이 된 남자",9.23
1678,2019-07-08,토이 스토리 4,9.11
1679,2019-07-08,마녀 배달부 키키,9.08
1680,2019-07-08,내부자들: 디 오리지널,9.03
1681,2019-07-08,어린 의뢰인,9.00
1682,2019-07-08,양들의 침묵,9.00
1683,2019-07-08,번지 점프를 하다,9.00
1684,2019-07-08,천로역정: 천국을 찾아서,8.99
1685,2019-07-08,에이미,8.89
1686,2019-07-08,연인,8.87
1687,2019-07-08,고양이를 부탁해,8.74
1688,2019-07-08,라라랜드,8.59
1689,2019-07-08,엑소시스트,8.58
1690,2019-07-08,기생충,8.52
1691,2019-07-08,스파이더맨: 파 프롬 홈,8.47
1692,2019-07-08,오멘,8.42
1693,2019-07-08,레토,8.41
1694,2019-07-08,콜드 워,8.37
1695,2019-07-08,다가오는 것들,8.34
1696,2019-07-08,존 윅 3: 파라벨룸,8.32
1697,2019-07-08,바스터즈: 거친 녀석들,8.31
1698,2019-07-08,로켓맨,8.16
1699,2019-07-08,황혼에서 새벽까지,8.08
1700,2019-07-08,롱 리브 더 킹: 목포 영웅,8.01
1701,2019-07-08,악인전,7.95
1702,2019-07-08,28일 후,7.90
1703,2019-07-08,매기스 플랜,7.90
1704,2019-07-08,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1705,2019-07-08,사탄의 인형,7.10
1706,2019-07-08,서스페리아,6.91
1707,2019-07-08,애나벨 집으로,6.77
1708,2019-07-08,비스트,6.27
1709,2019-07-08,맨 인 블랙: 인터내셔널,5.62
1710,2019-07-08,걸캅스,5.61
1711,2019-07-09,그린 북,9.61
1712,2019-07-09,알라딘,9.45
1713,2019-07-09,어벤져스: 엔드게임,9.39
1714,2019-07-09,교회오빠,9.30
1715,2019-07-09,뽀로로 극장판 보물섬 대모험,9.29
1716,2019-07-09,이웃집 토토로,9.27
1717,2019-07-09,"광해, 왕이 된 남자",9.23
1718,2019-07-09,토이 스토리 4,9.10
1719,2019-07-09,마녀 배달부 키키,9.08
1720,2019-07-09,내부자들: 디 오리지널,9.03
1721,2019-07-09,어린 의뢰인,9.01
1722,2019-07-09,양들의 침묵,9.00
1723,2019-07-09,번지 점프를 하다,9.00
1724,2019-07-09,천로역정: 천국을 찾아서,9.00
1725,2019-07-09,에이미,8.89
1726,2019-07-09,연인,8.87
1727,2019-07-09,고양이를 부탁해,8.74
1728,2019-07-09,라라랜드,8.59
1729,2019-07-09,엑소시스트,8.58
1730,2019-07-09,기생충,8.52
1731,2019-07-09,스파이더맨: 파 프롬 홈,8.47
1732,2019-07-09,오멘,8.42
1733,2019-07-09,레토,8.41
1734,2019-07-09,콜드 워,8.37
1735,2019-07-09,다가오는 것들,8.35
1736,2019-07-09,존 윅 3: 파라벨룸,8.31
1737,2019-07-09,바스터즈: 거친 녀석들,8.31
1738,2019-07-09,로켓맨,8.16
1739,2019-07-09,황혼에서 새벽까지,8.08
1740,2019-07-09,롱 리브 더 킹: 목포 영웅,8.00
1741,2019-07-09,악인전,7.95
1742,2019-07-09,28일 후,7.91
1743,2019-07-09,매기스 플랜,7.90
1744,2019-07-09,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1745,2019-07-09,사탄의 인형,7.09
1746,2019-07-09,서스페리아,6.91
1747,2019-07-09,애나벨 집으로,6.77
1748,2019-07-09,비스트,6.25
1749,2019-07-09,걸캅스,5.61
1750,2019-07-09,맨 인 블랙: 인터내셔널,5.60
1751,2019-07-10,그린 북,9.61
1752,2019-07-10,알라딘,9.45
1753,2019-07-10,어벤져스: 엔드게임,9.39
1754,2019-07-10,교회오빠,9.30
1755,2019-07-10,뽀로로 극장판 보물섬 대모험,9.29
1756,2019-07-10,이웃집 토토로,9.27
1757,2019-07-10,코코,9.26
1758,2019-07-10,"광해, 왕이 된 남자",9.23
1759,2019-07-10,토이 스토리 4,9.09
1760,2019-07-10,마녀 배달부 키키,9.08
1761,2019-07-10,내부자들: 디 오리지널,9.03
1762,2019-07-10,어린 의뢰인,9.01
1763,2019-07-10,양들의 침묵,9.00
1764,2019-07-10,번지 점프를 하다,9.00
1765,2019-07-10,천로역정: 천국을 찾아서,8.98
1766,2019-07-10,세상을 바꾼 변호인,8.91
1767,2019-07-10,에이미,8.89
1768,2019-07-10,연인,8.87
1769,2019-07-10,고양이를 부탁해,8.74
1770,2019-07-10,라라랜드,8.59
1771,2019-07-10,엑소시스트,8.58
1772,2019-07-10,기생충,8.52
1773,2019-07-10,스파이더맨: 파 프롬 홈,8.47
1774,2019-07-10,오멘,8.42
1775,2019-07-10,레토,8.41
1776,2019-07-10,콜드 워,8.37
1777,2019-07-10,다가오는 것들,8.35
1778,2019-07-10,존 윅 3: 파라벨룸,8.32
1779,2019-07-10,바스터즈: 거친 녀석들,8.31
1780,2019-07-10,로켓맨,8.16
1781,2019-07-10,황혼에서 새벽까지,8.08
1782,2019-07-10,롱 리브 더 킹: 목포 영웅,7.97
1783,2019-07-10,악인전,7.95
1784,2019-07-10,28일 후,7.91
1785,2019-07-10,기방도령,7.77
1786,2019-07-10,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1787,2019-07-10,사탄의 인형,7.06
1788,2019-07-10,서스페리아,6.92
1789,2019-07-10,애나벨 집으로,6.77
1790,2019-07-10,비스트,6.22
1791,2019-07-10,맨 인 블랙: 인터내셔널,5.55
1792,2019-07-10,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.03
1793,2019-07-11,그린 북,9.61
1794,2019-07-11,알라딘,9.45
1795,2019-07-11,어벤져스: 엔드게임,9.39
1796,2019-07-11,교회오빠,9.30
1797,2019-07-11,이웃집 토토로,9.27
1798,2019-07-11,코코,9.26
1799,2019-07-11,"광해, 왕이 된 남자",9.23
1800,2019-07-11,토이 스토리 4,9.09
1801,2019-07-11,마녀 배달부 키키,9.07
1802,2019-07-11,내부자들: 디 오리지널,9.03
1803,2019-07-11,어린 의뢰인,9.01
1804,2019-07-11,양들의 침묵,9.00
1805,2019-07-11,번지 점프를 하다,9.00
1806,2019-07-11,천로역정: 천국을 찾아서,8.99
1807,2019-07-11,기쿠지로의 여름,8.97
1808,2019-07-11,세상을 바꾼 변호인,8.92
1809,2019-07-11,에이미,8.89
1810,2019-07-11,연인,8.87
1811,2019-07-11,부에나 비스타 소셜 클럽,8.76
1812,2019-07-11,고양이를 부탁해,8.74
1813,2019-07-11,라라랜드,8.59
1814,2019-07-11,엑소시스트,8.58
1815,2019-07-11,기생충,8.52
1816,2019-07-11,스파이더맨: 파 프롬 홈,8.46
1817,2019-07-11,오멘,8.42
1818,2019-07-11,레토,8.41
1819,2019-07-11,콜드 워,8.37
1820,2019-07-11,다가오는 것들,8.35
1821,2019-07-11,존 윅 3: 파라벨룸,8.32
1822,2019-07-11,바스터즈: 거친 녀석들,8.31
1823,2019-07-11,리스본행 야간열차,8.30
1824,2019-07-11,로켓맨,8.15
1825,2019-07-11,나의 산티아고,8.12
1826,2019-07-11,황혼에서 새벽까지,8.08
1827,2019-07-11,악인전,7.95
1828,2019-07-11,28일 후,7.91
1829,2019-07-11,롱 리브 더 킹: 목포 영웅,7.90
1830,2019-07-11,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1831,2019-07-11,생일,7.14
1832,2019-07-11,기방도령,7.02
1833,2019-07-11,서스페리아,6.91
1834,2019-07-11,애나벨 집으로,6.77
1835,2019-07-11,비스트,6.17
1836,2019-07-11,맨 인 블랙: 인터내셔널,5.49
1837,2019-07-11,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.03
1838,2019-07-12,그린 북,9.61
1839,2019-07-12,알라딘,9.45
1840,2019-07-12,어벤져스: 엔드게임,9.39
1841,2019-07-12,교회오빠,9.29
1842,2019-07-12,이웃집 토토로,9.27
1843,2019-07-12,"광해, 왕이 된 남자",9.23
1844,2019-07-12,토이 스토리 4,9.09
1845,2019-07-12,마녀 배달부 키키,9.07
1846,2019-07-12,내부자들: 디 오리지널,9.03
1847,2019-07-12,어린 의뢰인,9.02
1848,2019-07-12,양들의 침묵,9.00
1849,2019-07-12,번지 점프를 하다,9.00
1850,2019-07-12,천로역정: 천국을 찾아서,8.97
1851,2019-07-12,기쿠지로의 여름,8.97
1852,2019-07-12,세상을 바꾼 변호인,8.91
1853,2019-07-12,에이미,8.89
1854,2019-07-12,연인,8.87
1855,2019-07-12,부에나 비스타 소셜 클럽,8.76
1856,2019-07-12,고양이를 부탁해,8.74
1857,2019-07-12,라라랜드,8.59
1858,2019-07-12,엑소시스트,8.58
1859,2019-07-12,기생충,8.52
1860,2019-07-12,그녀,8.50
1861,2019-07-12,스파이더맨: 파 프롬 홈,8.45
1862,2019-07-12,오멘,8.42
1863,2019-07-12,레토,8.41
1864,2019-07-12,안도 타다오,8.40
1865,2019-07-12,콜드 워,8.37
1866,2019-07-12,다가오는 것들,8.34
1867,2019-07-12,바스터즈: 거친 녀석들,8.31
1868,2019-07-12,존 윅 3: 파라벨룸,8.31
1869,2019-07-12,리스본행 야간열차,8.30
1870,2019-07-12,사일런스,8.21
1871,2019-07-12,로켓맨,8.14
1872,2019-07-12,나의 산티아고,8.12
1873,2019-07-12,황혼에서 새벽까지,8.08
1874,2019-07-12,악인전,7.95
1875,2019-07-12,28일 후,7.91
1876,2019-07-12,롱 리브 더 킹: 목포 영웅,7.84
1877,2019-07-12,진범,7.74
1878,2019-07-12,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1879,2019-07-12,노리개: 그녀의 눈물,7.37
1880,2019-07-12,생일,7.14
1881,2019-07-12,미드소마,7.06
1882,2019-07-12,서스페리아,6.89
1883,2019-07-12,애나벨 집으로,6.76
1884,2019-07-12,기방도령,6.70
1885,2019-07-12,비스트,6.17
1886,2019-07-12,극장판 엉덩이 탐정: 화려한 사건 수첩,5.59
1887,2019-07-12,맨 인 블랙: 인터내셔널,5.48
1888,2019-07-13,그린 북,9.61
1889,2019-07-13,알라딘,9.45
1890,2019-07-13,어벤져스: 엔드게임,9.39
1891,2019-07-13,교회오빠,9.29
1892,2019-07-13,이웃집 토토로,9.27
1893,2019-07-13,코코,9.26
1894,2019-07-13,"광해, 왕이 된 남자",9.23
1895,2019-07-13,토이 스토리 4,9.09
1896,2019-07-13,마녀 배달부 키키,9.07
1897,2019-07-13,내부자들: 디 오리지널,9.03
1898,2019-07-13,어린 의뢰인,9.01
1899,2019-07-13,양들의 침묵,9.00
1900,2019-07-13,번지 점프를 하다,9.00
1901,2019-07-13,천로역정: 천국을 찾아서,8.97
1902,2019-07-13,기쿠지로의 여름,8.97
1903,2019-07-13,세상을 바꾼 변호인,8.90
1904,2019-07-13,에이미,8.89
1905,2019-07-13,연인,8.87
1906,2019-07-13,부에나 비스타 소셜 클럽,8.76
1907,2019-07-13,고양이를 부탁해,8.74
1908,2019-07-13,라라랜드,8.59
1909,2019-07-13,엑소시스트,8.58
1910,2019-07-13,기생충,8.52
1911,2019-07-13,그녀,8.50
1912,2019-07-13,스파이더맨: 파 프롬 홈,8.45
1913,2019-07-13,오멘,8.42
1914,2019-07-13,레토,8.42
1915,2019-07-13,안도 타다오,8.40
1916,2019-07-13,콜드 워,8.37
1917,2019-07-13,다가오는 것들,8.34
1918,2019-07-13,바스터즈: 거친 녀석들,8.31
1919,2019-07-13,존 윅 3: 파라벨룸,8.30
1920,2019-07-13,리스본행 야간열차,8.30
1921,2019-07-13,사일런스,8.21
1922,2019-07-13,로켓맨,8.14
1923,2019-07-13,나의 산티아고,8.12
1924,2019-07-13,황혼에서 새벽까지,8.08
1925,2019-07-13,악인전,7.95
1926,2019-07-13,28일 후,7.91
1927,2019-07-13,롱 리브 더 킹: 목포 영웅,7.80
1928,2019-07-13,"좋은 놈, 나쁜 놈, 이상한 놈",7.74
1929,2019-07-13,진범,7.70
1930,2019-07-13,노리개: 그녀의 눈물,7.37
1931,2019-07-13,미드소마,6.93
1932,2019-07-13,서스페리아,6.90
1933,2019-07-13,애나벨 집으로,6.75
1934,2019-07-13,기방도령,6.66
1935,2019-07-13,비스트,6.17
1936,2019-07-13,걸캅스,5.61
1937,2019-07-13,맨 인 블랙: 인터내셔널,5.47
1938,2019-07-14,그린 북,9.61
1939,2019-07-14,알라딘,9.45
1940,2019-07-14,어벤져스: 엔드게임,9.39
1941,2019-07-14,교회오빠,9.29
1942,2019-07-14,이웃집 토토로,9.27
1943,2019-07-14,"광해, 왕이 된 남자",9.23
1944,2019-07-14,토이 스토리 4,9.09
1945,2019-07-14,마녀 배달부 키키,9.07
1946,2019-07-14,내부자들: 디 오리지널,9.03
1947,2019-07-14,어린 의뢰인,9.01
1948,2019-07-14,양들의 침묵,9.00
1949,2019-07-14,번지 점프를 하다,9.00
1950,2019-07-14,기쿠지로의 여름,8.97
1951,2019-07-14,천로역정: 천국을 찾아서,8.95
1952,2019-07-14,세상을 바꾼 변호인,8.90
1953,2019-07-14,에이미,8.90
1954,2019-07-14,연인,8.87
1955,2019-07-14,부에나 비스타 소셜 클럽,8.76
1956,2019-07-14,고양이를 부탁해,8.74
1957,2019-07-14,라라랜드,8.59
1958,2019-07-14,엑소시스트,8.58
1959,2019-07-14,기생충,8.52
1960,2019-07-14,그녀,8.50
1961,2019-07-14,스파이더맨: 파 프롬 홈,8.44
1962,2019-07-14,오멘,8.42
1963,2019-07-14,레토,8.42
1964,2019-07-14,안도 타다오,8.40
1965,2019-07-14,콜드 워,8.37
1966,2019-07-14,다가오는 것들,8.34
1967,2019-07-14,바스터즈: 거친 녀석들,8.31
1968,2019-07-14,리스본행 야간열차,8.30
1969,2019-07-14,존 윅 3: 파라벨룸,8.30
1970,2019-07-14,사일런스,8.21
